title,label,filtered_title,emo_label
US Airstrikes on Iraqi Army Slowing Advance on Mosul,FAKE,US Airstrikes Iraqi Army Slowing Advance Mosul,fear
Iran letter blowback startles GOP,REAL,Iran letter blowback startles GOP,fear
"Clinton Camp Desperate, Russia Trains for WWIII",FAKE,"Clinton Camp Desperate , Russia Trains WWIII",sadness
Donald Trump's GOP civil war,REAL,Donald Trump 's GOP civil war,anger
Comment on Tainted Measles Vaccine Kills More Than 50 Children In Syria by Tragic Deaths Used To Promote Vaccine Fear – On The Fence About Vaccines,FAKE,Comment Tainted Measles Vaccine Kills 50 Children Syria Tragic Deaths Used Promote Vaccine Fear – Fence Vaccines,fear
Laura Bush hints she'd rather see Hillary as president,REAL,Laura Bush hints 'd rather see Hillary president,sadness
"Scott Walker, Rick Perry show limits of super PACs",REAL,"Scott Walker , Rick Perry show limits super PACs",neutral
If Catcalls Were Politically Correct…,FAKE,Catcalls Politically Correct…,anger
Why Hillary Won't Unleash WWIII    : Information,FAKE,Hillary Wo n't Unleash WWIII : Information,neutral
Is It Time To Reconsider Lifetime Appointments To The Supreme Court?,REAL,Time Reconsider Lifetime Appointments Supreme Court ?,neutral
"Clinton has delegates to win Dem nomination, AP reports; Sanders questions tally",REAL,"Clinton delegates win Dem nomination , AP reports ; Sanders questions tally",neutral
Hillary IMPLODES: Trump 'Took Everything...Paid Nothing To Support Us!',FAKE,Hillary IMPLODES : Trump 'Took Everything ... Paid Nothing Support Us ! ',anger
"Trump says Obama born in US, ‘period’ – after new ‘birther’ dust-up",REAL,"Trump says Obama born US , ‘ period ’ – new ‘ birther ’ dust-up",neutral
"MH370: If debris is part of missing plane, what's next?",REAL,"MH370 : debris part missing plane , 's next ?",neutral
GOOGLE PLANNED MASSIVE AI INTEGRATED SOCIAL NETWORK SPY TOOL FOR HILLARY CAMPAIGN IN 2014,FAKE,GOOGLE PLANNED MASSIVE AI INTEGRATED SOCIAL NETWORK SPY TOOL HILLARY CAMPAIGN 2014,surprise
Israel stole classified US information and used it to help congressional Republicans,REAL,Israel stole classified US information used help congressional Republicans,anger
"""America has a simple ideology"": how one of Russia's top US experts explains America",REAL,`` America simple ideology '' : one Russia 's top US experts explains America,neutral
Poll shows Trump made up 13 points in under 2 weeks — now he likes polls again,REAL,Poll shows Trump made 13 points 2 weeks — likes polls,neutral
"Chaos on House floor as Dems, Republicans clash over LGBT proposal",REAL,"Chaos House floor Dems , Republicans clash LGBT proposal",anger
"New Study Links Fluoride Consumption To Hypothyroidism, Weight Gain, And Worse",FAKE,"New Study Links Fluoride Consumption Hypothyroidism , Weight Gain , Worse",disgust
"Clinton, Sanders accuse Trump of inciting violence",REAL,"Clinton , Sanders accuse Trump inciting violence",anger
Memo to the Next Administration: Defense Spending Must Be For Actual Defense,FAKE,Memo Next Administration : Defense Spending Must Actual Defense,neutral
"In New Responses, Hillary Clinton Insists Email Setup A Matter Of 'Convenience'",REAL,"New Responses , Hillary Clinton Insists Email Setup Matter 'Convenience '",neutral
Trump mulls alternative options for making Mexico finance 'the wall',REAL,Trump mulls alternative options making Mexico finance 'the wall ',fear
The circus of liars - America's three rings of evil clowns,FAKE,circus liars - America 's three rings evil clowns,neutral
"Donald Trump said ‘university’ was all about education. Actually, its goal was: ‘Sell, sell, sell!’",REAL,"Donald Trump said ‘ university ’ education . Actually , goal : ‘ Sell , sell , sell ! ’",neutral
Trump Has Forever Changed American Politics,FAKE,Trump Forever Changed American Politics,neutral
Kerry Adviser Marie Harf in Twitter Fight Over Iran Nukes,REAL,Kerry Adviser Marie Harf Twitter Fight Iran Nukes,anger
"The role of the US and Nato in EU relations with China, by Manlio Dinucci",FAKE,"role US Nato EU relations China , Manlio Dinucci",neutral
The Daily 202: Many African Americans unenthusiastically ‘settle’ for Hillary Clinton,REAL,Daily 202 : Many African Americans unenthusiastically ‘ settle ’ Hillary Clinton,sadness
"100,000 people have come to recent Bernie Sanders rallies. How does he do it?",REAL,"100,000 people come recent Bernie Sanders rallies . ?",surprise
Trump The President: What Does That Mean For The World? - CounterCurrents.org,FAKE,Trump President : Mean World ? - CounterCurrents.org,neutral
"'You've been fleeced': Congress grills Kerry, Obama officials on Iran nuke deal",REAL,"'You 've fleeced ' : Congress grills Kerry , Obama officials Iran nuke deal",disgust
"What 20,000 pages of hacked WikiLeaks emails teach us about Hillary Clinton",REAL,"20,000 pages hacked WikiLeaks emails teach us Hillary Clinton",neutral
Comment on Breaking: CDC Blocks Testimony of Their Senior Scientist Who Blew The Whistle on Severe Medical Malpractice by CDC Accused of Blocking Testimony from Senior Scientist — New York Malpractice & Injury Lawyer Blog,FAKE,Comment Breaking : CDC Blocks Testimony Senior Scientist Blew Whistle Severe Medical Malpractice CDC Accused Blocking Testimony Senior Scientist — New York Malpractice & Injury Lawyer Blog,sadness
FOX News Just Admitted It Made Up Story About Hillary Being “Indicted” For Foundation,FAKE,FOX News Admitted Made Story Hillary “ Indicted ” Foundation,sadness
Repudiating the Media,FAKE,Repudiating Media,disgust
Buchanan Smashes CNN Shill,FAKE,Buchanan Smashes CNN Shill,fear
The Impossible Is Happening: Cubs Win World Series and Yes… Hillary Clinton is Now Likely to be Indicted,FAKE,Impossible Happening : Cubs Win World Series Yes… Hillary Clinton Likely Indicted,surprise
America After Election 2016: the Gullible and the Shattered - David Kerans,FAKE,America Election 2016 : Gullible Shattered - David Kerans,neutral
Anderson Cooper Absolutely OWNS Kellyanne Conway After FBI Clears Hillary…Again (VIDEO),FAKE,Anderson Cooper Absolutely OWNS Kellyanne Conway FBI Clears Hillary…Again ( VIDEO ),neutral
‘Schlonged!’ NYT: FBI reopened Hillary probe thanks to … ANTHONY WEINER?,FAKE,‘ Schlonged ! ’ NYT : FBI reopened Hillary probe thanks … ANTHONY WEINER ?,neutral
What do Americans really think of election coverage?,REAL,Americans really think election coverage ?,surprise
Exclusive: Siege of Islamabad,FAKE,Exclusive : Siege Islamabad,neutral
The Fix Is In: NBC Affiliate Accidentally Posts Election Results A Week Early: Hillary Wins Presidency 42% to Trump’s 40%,FAKE,Fix : NBC Affiliate Accidentally Posts Election Results Week Early : Hillary Wins Presidency 42 % Trump ’ 40 %,neutral
Lynch schools the wingnuts: How the right tried — and failed — to wound Obama’s AG nominee,REAL,Lynch schools wingnuts : right tried — failed — wound Obama ’ AG nominee,sadness
"Yes, Ted Cruz could win",REAL,"Yes , Ted Cruz could win",neutral
"‘Can’t build a wall, hands too small!’ – NYC anti-Trump protest (Streamed live)",FAKE,"‘ ’ build wall , hands small ! ’ – NYC anti-Trump protest ( Streamed live )",anger
Trump advisors try to pivot not fishtail,REAL,Trump advisors try pivot fishtail,neutral
"Christians drop, 'nones' soar in new religion portrait",REAL,"Christians drop , 'nones ' soar new religion portrait",surprise
Comment on Brother of Clinton’s Campaign Chair is an Active Foreign Agent on the Saudi Arabian Payroll by marlene,FAKE,Comment Brother Clinton ’ Campaign Chair Active Foreign Agent Saudi Arabian Payroll marlene,neutral
Inside the Deliberations of a Hillary Clinton Campaign Launch,REAL,Inside Deliberations Hillary Clinton Campaign Launch,disgust
American Express disowns Pink Floyd singer Roger Waters because of pro-Palestinian views,FAKE,American Express disowns Pink Floyd singer Roger Waters pro-Palestinian views,sadness
Clinton condemns Trump over Chicago violence,REAL,Clinton condemns Trump Chicago violence,sadness
"In France, a growing debate over why some speech is protected and some isn’t",REAL,"France , growing debate speech protected ’",anger
President-Elect Donald Trump's First Televised Interview Since He Won the Election     : Information,FAKE,President-Elect Donald Trump 's First Televised Interview Since Election : Information,surprise
North Carolina Hillary Supporter Brags on Facebook About Voting Multiple Times,FAKE,North Carolina Hillary Supporter Brags Facebook Voting Multiple Times,neutral
Russia reacts to UN aid chief's Aleppo 'kill zone' remarks,FAKE,Russia reacts UN aid chief 's Aleppo 'kill zone ' remarks,fear
Representative Government or Thugocracy?,FAKE,Representative Government Thugocracy ?,neutral
Gay rights and religious liberty: Can Americans have both?,REAL,Gay rights religious liberty : Americans ?,neutral
"As Rand Paul stalls, Ted Cruz seeks to pick up support among libertarians",REAL,"Rand Paul stalls , Ted Cruz seeks pick support among libertarians",neutral
“A dream come true for Hillary Clinton”: Wall Street Journal editorial board rips Ted Cruz,REAL,“ dream come true Hillary Clinton ” : Wall Street Journal editorial board rips Ted Cruz,neutral
Obama Presses Putin to Strike Ukraine Peace Deal,REAL,Obama Presses Putin Strike Ukraine Peace Deal,neutral
"Trumka: Disappointment with Obama, a warning for Hillary",REAL,"Trumka : Disappointment Obama , warning Hillary",sadness
Pro-Palestinian Propaganda Lowering Standards of Truth in America,FAKE,Pro-Palestinian Propaganda Lowering Standards Truth America,anger
Wingnuts have a death-grip on Congress: Why Paul Ryan can’t control the House GOP,REAL,Wingnuts death-grip Congress : Paul Ryan ’ control House GOP,anger
Lifting weights could ward off dementia and make you smarter,FAKE,Lifting weights could ward dementia make smarter,neutral
People excited about Christmas adverts told about rest of human culture,FAKE,People excited Christmas adverts told rest human culture,joy
State Department warns of possible terror attack in South Africa,REAL,State Department warns possible terror attack South Africa,fear
Who Lost Iraq?,REAL,Lost Iraq ?,neutral
Pope Francis implores Congress to accept immigrants as their own,REAL,Pope Francis implores Congress accept immigrants,neutral
"Poll: Trump gains in Iowa, still dominates in New Hampshire",REAL,"Poll : Trump gains Iowa , still dominates New Hampshire",neutral
Rand Paul Goes on Senate Floor to Protest NSA Spying Measure,REAL,Rand Paul Goes Senate Floor Protest NSA Spying Measure,anger
China Airport Security Robot Gives Electroshocks,FAKE,China Airport Security Robot Gives Electroshocks,neutral
Obama Details His Disappointment With Netanyahu In First Post-Election Comments,REAL,Obama Details Disappointment Netanyahu First Post-Election Comments,sadness
"Re: WikiLeaks: Neera Tanden has ANOTHER ringing endorsement for Hillary! (No, not really)",FAKE,": WikiLeaks : Neera Tanden ANOTHER ringing endorsement Hillary ! ( , really )",surprise
Reality Check: First Clinton v Trump presidential debate,REAL,Reality Check : First Clinton v Trump presidential debate,neutral
Doomsday Election,FAKE,Doomsday Election,fear
John Kasich’s Advice for Women to Prevent Sexual Assault: Avoid Parties “Where There’s a Lot of Alcohol”,REAL,John Kasich ’ Advice Women Prevent Sexual Assault : Avoid Parties “ ’ Lot Alcohol ”,fear
The system set Boehner up for failure,REAL,system set Boehner failure,neutral
Gay marriage victory at Supreme Court triggering backlash,REAL,Gay marriage victory Supreme Court triggering backlash,anger
Who rode it best? Jesse Jackson mounts up to fight pipeline; Leonardo DiCaprio to the rescue?,FAKE,rode best ? Jesse Jackson mounts fight pipeline ; Leonardo DiCaprio rescue ?,neutral
McCarthy drops out of speaker race as House asks: Who wants this job? (+video),REAL,McCarthy drops speaker race House asks : wants job ? ( +video ),neutral
"Democrats, Republicans in tight races as Iowans prepare to caucus",REAL,"Democrats , Republicans tight races Iowans prepare caucus",neutral
Iran: Why the best outcome now is to keep negotiating without reaching a deal,REAL,Iran : best outcome keep negotiating without reaching deal,sadness
NAZI Flying Saucers & A Permanent Base in Antarctica,FAKE,NAZI Flying Saucers & Permanent Base Antarctica,neutral
BREAKING: Man Brags on Facebook of Voting 3 Times… Then Reveals How He Did It,FAKE,BREAKING : Man Brags Facebook Voting 3 Times… Reveals,surprise
Furious parents slam ‘damaging’ BBC sex change show aimed at six-year-olds,FAKE,Furious parents slam ‘ damaging ’ BBC sex change show aimed six-year-olds,anger
Trump Family Say Trump Brand Has NOT Been Damaged,FAKE,Trump Family Say Trump Brand Damaged,sadness
Rand Paul is flatlining,REAL,Rand Paul flatlining,neutral
Nurse Chris Christie Quarantined For Ebola Goes After Governor On Vaccines,REAL,Nurse Chris Christie Quarantined Ebola Goes Governor Vaccines,neutral
Can Paul Ryan and Donald Trump coexist within the Republican Party?,REAL,Paul Ryan Donald Trump coexist within Republican Party ?,neutral
"Cruz copying me on border wall, Trump says",REAL,"Cruz copying border wall , Trump says",neutral
John Oliver: America’s Increasingly Segregated Schools Are ‘Very Rarely Equal in Any Way’ (Video),FAKE,John Oliver : America ’ Increasingly Segregated Schools ‘ Rarely Equal Way ’ ( Video ),neutral
The Rise of Mandatory Vaccinations Means the End of Medical Freedom,FAKE,Rise Mandatory Vaccinations Means End Medical Freedom,neutral
Scientists Fascinated By Lake Under The Sea: Those Who Enter Never Come Out [Watch],FAKE,Scientists Fascinated Lake Sea : Enter Never Come [ Watch ],neutral
Jeb Bush loses TV ad edge to Marco Rubio,REAL,Jeb Bush loses TV ad edge Marco Rubio,neutral
"Russia, India Discuss FGFA Advanced Fighter, Su-30MKI Upgrade",FAKE,"Russia , India Discuss FGFA Advanced Fighter , Su-30MKI Upgrade",neutral
"Our real police/race problem: Diverse forces, white resentment, and America’s persistent divides",REAL,"real police/race problem : Diverse forces , white resentment , America ’ persistent divides",anger
The Supreme Court cannot hide on Obamacare,REAL,Supreme Court hide Obamacare,neutral
BREAKING : TED CRUZ CALLS FOR SPECIAL PROSECUTOR TO INVESTIGATE HILLARY – TruthFeed,FAKE,BREAKING : TED CRUZ CALLS SPECIAL PROSECUTOR INVESTIGATE HILLARY – TruthFeed,neutral
